source_file,dataset_version,difficulty_level,difficulty_name,feature_variant,size_scene_variant,target_size_condition,distractor_count_condition,condition,video_id,category,original_prediction,swapped_prediction
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_003_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_003_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_004_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_004_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_004_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_004_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_005_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_005_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_005_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_005_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_006_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_006_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_006_visual_boundary.mp4,original_wrong_swapped_correct,B,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_006_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_007_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_007_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_007_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_007_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_008_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_008_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_008_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_008_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_009_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_009_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_009_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_009_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_010_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_010_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_010_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_010_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_011_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_011_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_011_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_011_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_012_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_012_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_012_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_012_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_013_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_013_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_013_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_013_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_014_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_014_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_014_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_014_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_015_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_015_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_015_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_015_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_016_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_016_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_016_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_016_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_017_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_017_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_017_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_017_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_018_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_018_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_018_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_018_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_019_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_019_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_019_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_019_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_020_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_020_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_020_visual_boundary.mp4,original_wrong_swapped_correct,B,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_020_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_021_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_021_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_021_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_021_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_022_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_022_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_022_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_022_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_023_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_023_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_023_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_023_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_024_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_024_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_024_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_024_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_025_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_025_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_025_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_025_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_026_low_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,temporal_boundary,level_1_sample_026_temporal_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,visual_boundary,level_1_sample_026_visual_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,audio_boundary,level_1_sample_026_audio_boundary.mp4,both_correct,A,B
/private/tmp/vlm_results_20260612_163602/results/Qwen_Qwen3-VL-8B-Instruct/ladder_v2_level_1_simple/20260612_150911/raw_results.jsonl,ladder_v2,1,level_1_simple,,,,,low_boundary,level_1_sample_027_low_boundary.mp4,both_correct,A,B
